COUNTRY_ISO_CODE_2,CUSTOMS_OFFICE_NAME,CUSTOMS_PROVINCE_NAME,DECLARATION_DATE,DECLARATION_NUMBER,EXCHANGE_RATE,EXPORTER_ADDRESS_EN,EXPORTER_ADDRESS_VN,EXPORTER_ID,EXPORTER_NAME_EN,EXPORTER_NAME_VN,EXPORTER_PHONE,EXPORTER_POSTAL_CODE,EXPORT_TAX_RATE,FOREIGN_CURRENCY,HS_CODE,HS_CODE_2,HS_CODE_4,IMPORTER_ADDRESS,IMPORTER_COUNTRY,IMPORTER_NAME,INCOTERMS,PAYMENT_METHOD,PRODUCT_DESC_EN,PRODUCT_DESC_VN,QTY,_id,TOTAL_PRICE_IN_FOREIGN_CURRENCY,TOTAL_PRICE_IN_USD,TRANS_TYPE_CODE,TRANS_TYPE_NAME,TYPE_OF_EXPORT,UNIT,UNIT_PRICE_IN_FOREIGN_CURRENCY,UNIT_PRICE_IN_USD,HS_CODE_DESCRIPTION,EXPORTER_NAME_EN_extracted_info,EXPORTER_NAME_EN_manufacturer
CA,HQYENPHONG,BAC NINH,2025-08-01T00:00:00Z,307634140720,25960.0,YEN PHONG I INDUSTRIAL PARK YEN TRUNG COMMUNE YEN PHONG DISTRICT BAC NINH PROVINCE VIETNAM,"KHU CÔNG NGHIỆP YÊN PHONG I, XÃ YÊN TRUNG, TỈNH BẮC NINH",2300325764,SAMSUNG ELECTRONICS VIETNAM COMPANY LIMITED,CÔNG TY TNHH SAMSUNG ELECTRONICS VIỆT NAM,2413696049,,0.0,USD,85176259,85,8517,129 SAMSUNG-RO YEONGTONG-GU SUWON 16677 GYEONGGI-DO SOUTH KOREA KR,CANADA,SAMSUNG ELECTRONICS CO LIMITED,CPT,KC,SM-L320NZSDXAC#&AMP;EQUIPMENT BRACELET SMART SAMSUNG#&AMP;VN,SM-L320NZSDXAC#&THIẾT BỊ ĐEO TAY THÔNG MINH SAMSUNG#&VN,50,da35fcb9-10c2-4166-ab0d-df5feb0cd7b7,5777.5,5777.5,AIR,AIR,ORDINARY EXPORT (PROCESSING ENTERPRISES),PCE,115.55,115.55,OTHER,,
CA,HQYENPHONG,BAC NINH,2025-08-01T00:00:00Z,307634140720,25960.0,YEN PHONG I INDUSTRIAL PARK YEN TRUNG COMMUNE YEN PHONG DISTRICT BAC NINH PROVINCE VIETNAM,"KHU CÔNG NGHIỆP YÊN PHONG I, XÃ YÊN TRUNG, TỈNH BẮC NINH",2300325764,SAMSUNG ELECTRONICS VIETNAM COMPANY LIMITED,CÔNG TY TNHH SAMSUNG ELECTRONICS VIỆT NAM,2413696049,,0.0,USD,85176259,85,8517,129 SAMSUNG-RO YEONGTONG-GU SUWON 16677 GYEONGGI-DO SOUTH KOREA KR,CANADA,SAMSUNG ELECTRONICS CO LIMITED,CPT,KC,SM-L705FZA4XAC#&AMP;EQUIPMENT BRACELET SMART SAMSUNG#&AMP;VN,SM-L705FZA4XAC#&THIẾT BỊ ĐEO TAY THÔNG MINH SAMSUNG#&VN,150,2f931ace-f690-4fc1-a4ec-f64fd7e42813,24990.0,24990.0,AIR,AIR,ORDINARY EXPORT (PROCESSING ENTERPRISES),PCE,166.6,166.6,OTHER,,
NL,HQVINHPHUC,PHU-THO,2025-08-01T00:00:00Z,307631373030,25960.0,BA THIEN INDUSTRIAL PARK BA HIEN TOWN BINH XUYEN DISTRICT VINH PHUC PROVINCE VIETNAM,"KHU CÔNG NGHIỆP BÁ THIỆN, XÃ BÌNH TUYỀN, TỈNH PHÚ THỌ, VIỆT NAM",2500288887,COMPAL VIETNAM CO LIMITED,CÔNG TY TNHH COMPAL ( VIỆT NAM ),2113598888,,0.0,USD,85176299,85,8517,NO. 581 RUIGUANG RD NEIHU DISTRICT. TAIPEI TAIWAN TW,NETHERLANDS,COMPAL ELECTRONICS INC,FCA,OA,"91DJW7G2021#&AMP;SMART WATCHES,( INCLUDES: CABLE,MANUAL), PN:91DJW7G2021 , NEW GOODS 100%#&AMP;VN","91DJW7G2021#&ĐỒNG HỒ THÔNG MINH,( GỒM: CÁP,SÁCH HƯỚNG DẪN), PN:91DJW7G2021 , HÀNG MỚI 100%#&VN",240,6f96d31d-9bd1-4d12-a9a2-c23be7410444,39319.2,39319.2,AIR,AIR,ORDINARY EXPORT (PROCESSING ENTERPRISES),SET,163.83,163.83,OTHER,,
AT,HQYENPHONG,BAC NINH,2025-08-01T00:00:00Z,307634142560,25960.0,YEN PHONG I INDUSTRIAL PARK YEN TRUNG COMMUNE YEN PHONG DISTRICT BAC NINH PROVINCE VIETNAM,"KHU CÔNG NGHIỆP YÊN PHONG I, XÃ YÊN TRUNG, TỈNH BẮC NINH",2300325764,SAMSUNG ELECTRONICS VIETNAM COMPANY LIMITED,CÔNG TY TNHH SAMSUNG ELECTRONICS VIỆT NAM,2413696049,,0.0,USD,85176259,85,8517,LOGISTICS B.V. OLOF PALMESTRAAT 10 DELFT 2616 LR ZUID-HOLLAND NETHERLANDS NL,AUSTRIA,SAMSUNG ELECTRONICS EUROPE,CIP,KC,SM-L330NDAAEUE#&AMP;EQUIPMENT BRACELET SMART SAMSUNG#&AMP;VN,SM-L330NDAAEUE#&THIẾT BỊ ĐEO TAY THÔNG MINH SAMSUNG#&VN,330,5599d182-b9d5-45eb-93a2-93b9586c585f,54034.2,54034.2,AIR,AIR,ORDINARY EXPORT (PROCESSING ENTERPRISES),PCE,163.74,163.74,OTHER,,
UK,HQYENPHONG,BAC NINH,2025-08-01T00:00:00Z,307634149120,34920.89,YEN PHONG I INDUSTRIAL PARK YEN TRUNG COMMUNE YEN PHONG DISTRICT BAC NINH PROVINCE VIETNAM,"KHU CÔNG NGHIỆP YÊN PHONG I, XÃ YÊN TRUNG, TỈNH BẮC NINH",2300325764,SAMSUNG ELECTRONICS VIETNAM COMPANY LIMITED,CÔNG TY TNHH SAMSUNG ELECTRONICS VIỆT NAM,2413696049,,0.0,GBP,85176259,85,8517,SAMSUNG HOUSE SAMSUNG HOUSE 2000 HILLSWOOD DRIVE CHERTSEY KT16 0RS ARMAGH UNITED KINGDOM GB,UNITED KINGDOM,SAMSUNG ELECTRONICS UK LIMITED,CIP,KC,SM-L310NZSAEUA#&AMP;EQUIPMENT BRACELET SMART SAMSUNG#&AMP;VN,SM-L310NZSAEUA#&THIẾT BỊ ĐEO TAY THÔNG MINH SAMSUNG#&VN,300,d4b87c47-dbbf-4dcc-9496-90505adf9215,36891.0,49396.722,AIR,AIR,ORDINARY EXPORT (PROCESSING ENTERPRISES),PCE,122.97,164.65574,OTHER,Samsung SM-L310NZSAEUA,Samsung
BR,HQTIENSON,BAC NINH,2025-08-01T00:00:00Z,307632901020,25960.0,NO 8 ROAD 6 VSIP BAC NINH INDUSTRIAL PARK PHU CHAN WARD TU SON CITY BAC NINH PROVINCE VIETNAM,"SO 8, DUONG 6, KCN VSIP BAC NINH, PHUONG PHU CHAN, THANH PHO TU SON, TINH BAC NINH, VIET NAM",2300690887,FUSHAN TECHNOLOGY VIETNAM LIMITED LIABILITY COMPANY,CÔNG TY TRÁCH NHIỆM HỮU HẠN FUSHAN TECHNOLOGY (VIỆT NAM),2223901900,,0.0,USD,85176299,85,8517,EPFL-QUATIER DE L'INNOVATION CH-1015 LAUSANNE SWITZERLAND ZZ,BRAZIL,LOGITECH EUROPE SA,FCA,KC,16KAJBW0A01#&AMP;MEETING CONTROLLER TAP IP KAJ/ATARI/BLACK/MP/VN/WW#&AMP;VN,16KAJBW0A01#&MEETING CONTROLLER TAP IP KAJ/ATARI/BLACK/MP/VN/WW#&VN,28,6d6f8748-95a4-40af-9301-2326fe3b1e8e,5126.8,5126.8,SEA,SEA,ORDINARY EXPORT (PROCESSING ENTERPRISES),PCE,183.1,183.1,OTHER,Logitech Tap IP,Logitech
KR,HQVINHPHUC,PHU-THO,2025-08-01T00:00:00Z,307631534620,25960.0,LOT CN13 KHAI QUANG INDUSTRIAL PARK KHAI QUANG WARD VINH YEN CITY VINH PHUC PROVINCE VIETNAM,"LÔ CN13, KCN KHAI QUANG, PHƯỜNG VĨNH PHÚC, TỈNH PHÚ THỌ, VIỆT NAM",2500517382,AMO VINA COMPANY LIMITED,CÔNG TY TNHH AMO VINA,2113844868,,0.0,USD,85176299,85,8517,90 4SANDAN 5-GIL JIKSAN-EUP SEOBUK-GU CHEONAN-SI CHUNGCHEONGNAM-DO KOREA KR,"KOREA, REPUBLIC OF",AMOSENSE CO LIMITED,FOB,KC,"AM16010524#&AMP;EQUIPMENT, REMOTE CONTROL USED TO CONTROL THE OPENING AND CLOSING AUTOMATIC CAR (FREE GC: 0.32$/PCE), NEW 100%#&AMP;VN","AM16010524#&THIẾT BỊ ĐIỀU KHIỂN TỪ XA, DÙNG ĐỂ ĐIỀU KHIỂN ĐÓNG MỞ TỰ ĐỘNG XE ÔTÔ (PHÍ GC: 0.32$/PCE), MỚI 100%#&VN",3979,6e38d0b6-dc66-4204-a08f-7688818185f5,27605.9041,27605.9041,SEA,SEA,ORDINARY EXPORT (PROCESSING ENTERPRISES),PCE,6.9379,6.9379,OTHER,,
KR,HQVINHPHUC,PHU-THO,2025-08-01T00:00:00Z,307631534620,25960.0,LOT CN13 KHAI QUANG INDUSTRIAL PARK KHAI QUANG WARD VINH YEN CITY VINH PHUC PROVINCE VIETNAM,"LÔ CN13, KCN KHAI QUANG, PHƯỜNG VĨNH PHÚC, TỈNH PHÚ THỌ, VIỆT NAM",2500517382,AMO VINA COMPANY LIMITED,CÔNG TY TNHH AMO VINA,2113844868,,0.0,USD,85176299,85,8517,90 4SANDAN 5-GIL JIKSAN-EUP SEOBUK-GU CHEONAN-SI CHUNGCHEONGNAM-DO KOREA KR,"KOREA, REPUBLIC OF",AMOSENSE CO LIMITED,FOB,KC,"AM16010638#&AMP;EQUIPMENT, REMOTE CONTROL USED TO CONTROL THE OPENING AND CLOSING AUTOMATIC CAR (FREE GC: 0.32$/PCE), NEW 100%#&AMP;VN","AM16010638#&THIẾT BỊ ĐIỀU KHIỂN TỪ XA, DÙNG ĐỂ ĐIỀU KHIỂN ĐÓNG MỞ TỰ ĐỘNG XE ÔTÔ (PHÍ GC: 0.32$/PCE), MỚI 100%#&VN",29,89765213-ddb6-47d6-a632-2b95c363f335,201.1991,201.1991,SEA,SEA,ORDINARY EXPORT (PROCESSING ENTERPRISES),PCE,6.9379,6.9379,OTHER,,
CA,HQBACGIANG,BAC NINH,2025-08-01T00:00:00Z,307632937530,25960.0,LOT M1 AND LOT F QUANG CHAU INDUSTRIAL PARK VAN TRUNG COMMUNE VIET YEN DISTRICT BAC GIANG PROVINCE VIETNAM,"LÔ M1, LÔ F VÀ LÔ T1, KHU CÔNG NGHIỆP QUANG CHÂU, PHƯỜNG NẾNH, TỈNH BẮC NINH, VIỆT NAM",2400879766,FUYU PRECISION COMPONENT COMPANY LIMITED,CÔNG TY TNHH CÔNG NGHỆ CHÍNH XÁC FUYU,2223856888,,0.0,USD,85176299,85,8517,54 GENTING LANE #03-05 RUBY LAND COMPLEX SINGAPORE(349562) CA,CANADA,CLOUD NETWORK TECHNOLOGY SINGAPORE PRIVATE LIMITED,FCA,KC,"P73881#&AMP;SWITCHES(CISCO CATALYST 9000 SWITCHING PLATFORM)C9300-24P/C9300-24P-A C9300-24P-A0J0,100~240V/715W;STT 8,197/GPXNK-BCY#&AMP;VN","P73881#&THIẾT BỊ CHUYỂN MẠCH,(CISCO CATALYST 9000 SWITCHING PLATFORM)C9300-24P/C9300-24P-A,C9300-24P-A0J0,100~240V/715W;STT 8,197/GPXNK-BCY#&VN",1,b5937876-2845-433a-b64f-e6019d181366,608.2844,608.2844,AIR,AIR,ORDINARY EXPORT (PROCESSING ENTERPRISES),PCE,608.2844,608.2844,OTHER,Cisco C9300-24P-A,Cisco
KR,HQVINHPHUC,PHU-THO,2025-08-01T00:00:00Z,307631534620,25960.0,LOT CN13 KHAI QUANG INDUSTRIAL PARK KHAI QUANG WARD VINH YEN CITY VINH PHUC PROVINCE VIETNAM,"LÔ CN13, KCN KHAI QUANG, PHƯỜNG VĨNH PHÚC, TỈNH PHÚ THỌ, VIỆT NAM",2500517382,AMO VINA COMPANY LIMITED,CÔNG TY TNHH AMO VINA,2113844868,,0.0,USD,85176299,85,8517,90 4SANDAN 5-GIL JIKSAN-EUP SEOBUK-GU CHEONAN-SI CHUNGCHEONGNAM-DO KOREA KR,"KOREA, REPUBLIC OF",AMOSENSE CO LIMITED,FOB,KC,"AM16010641#&AMP;EQUIPMENT, REMOTE CONTROL USED TO CONTROL THE OPENING AND CLOSING AUTOMATIC CAR (FREE GC: 0.32$/PCE), NEW 100%#&AMP;VN","AM16010641#&THIẾT BỊ ĐIỀU KHIỂN TỪ XA, DÙNG ĐỂ ĐIỀU KHIỂN ĐÓNG MỞ TỰ ĐỘNG XE ÔTÔ (PHÍ GC: 0.32$/PCE), MỚI 100%#&VN",1042,53006376-45b1-4808-9ff6-1c57d6e830db,7229.2918,7229.2918,SEA,SEA,ORDINARY EXPORT (PROCESSING ENTERPRISES),PCE,6.9379,6.9379,OTHER,,
CA,HQBACGIANG,BAC NINH,2025-08-01T00:00:00Z,307632937530,25960.0,LOT M1 AND LOT F QUANG CHAU INDUSTRIAL PARK VAN TRUNG COMMUNE VIET YEN DISTRICT BAC GIANG PROVINCE VIETNAM,"LÔ M1, LÔ F VÀ LÔ T1, KHU CÔNG NGHIỆP QUANG CHÂU, PHƯỜNG NẾNH, TỈNH BẮC NINH, VIỆT NAM",2400879766,FUYU PRECISION COMPONENT COMPANY LIMITED,CÔNG TY TNHH CÔNG NGHỆ CHÍNH XÁC FUYU,2223856888,,0.0,USD,85176299,85,8517,54 GENTING LANE #03-05 RUBY LAND COMPLEX SINGAPORE(349562) CA,CANADA,CLOUD NETWORK TECHNOLOGY SINGAPORE PRIVATE LIMITED,FCA,KC,"P73942#&AMP;SWITCHES(CISCO CATALYST 9000 SWITCHING PLATFORM)C9300-48T/C9300-48T-A C9300-48T-A0M4,100~240V/350W;STT 19,197/GPXNK-BCY#&AMP;VN","P73942#&THIẾT BỊ CHUYỂN MẠCH,(CISCO CATALYST 9000 SWITCHING PLATFORM)C9300-48T/C9300-48T-A,C9300-48T-A0M4,100~240V/350W;STT 19,197/GPXNK-BCY#&VN",1,8a65c1d5-ed04-49ba-bc56-bf5ebd208f27,670.7368,670.7368,AIR,AIR,ORDINARY EXPORT (PROCESSING ENTERPRISES),PCE,670.7368,670.7368,OTHER,Cisco C9300-48T-A,Cisco
KR,HQVINHPHUC,PHU-THO,2025-08-01T00:00:00Z,307631534620,25960.0,LOT CN13 KHAI QUANG INDUSTRIAL PARK KHAI QUANG WARD VINH YEN CITY VINH PHUC PROVINCE VIETNAM,"LÔ CN13, KCN KHAI QUANG, PHƯỜNG VĨNH PHÚC, TỈNH PHÚ THỌ, VIỆT NAM",2500517382,AMO VINA COMPANY LIMITED,CÔNG TY TNHH AMO VINA,2113844868,,0.0,USD,85176299,85,8517,90 4SANDAN 5-GIL JIKSAN-EUP SEOBUK-GU CHEONAN-SI CHUNGCHEONGNAM-DO KOREA KR,"KOREA, REPUBLIC OF",AMOSENSE CO LIMITED,FOB,KC,"AM16010607-C2#&AMP;EQUIPMENT, REMOTE CONTROL USED TO CONTROL THE OPENING AND CLOSING AUTOMATIC CAR (FREE GC: 0.32$/PCE), NEW 100%#&AMP;VN","AM16010607-C2#&THIẾT BỊ ĐIỀU KHIỂN TỪ XA, DÙNG ĐỂ ĐIỀU KHIỂN ĐÓNG MỞ TỰ ĐỘNG XE ÔTÔ (PHÍ GC: 0.32$/PCE), MỚI 100%#&VN",1569,a9d048e3-4b4b-43f5-8d74-35fc35fb98a2,10885.5651,10885.5651,SEA,SEA,ORDINARY EXPORT (PROCESSING ENTERPRISES),PCE,6.9379,6.9379,OTHER,,
CA,HQBACGIANG,BAC NINH,2025-08-01T00:00:00Z,307632937530,25960.0,LOT M1 AND LOT F QUANG CHAU INDUSTRIAL PARK VAN TRUNG COMMUNE VIET YEN DISTRICT BAC GIANG PROVINCE VIETNAM,"LÔ M1, LÔ F VÀ LÔ T1, KHU CÔNG NGHIỆP QUANG CHÂU, PHƯỜNG NẾNH, TỈNH BẮC NINH, VIỆT NAM",2400879766,FUYU PRECISION COMPONENT COMPANY LIMITED,CÔNG TY TNHH CÔNG NGHỆ CHÍNH XÁC FUYU,2223856888,,0.0,USD,85176299,85,8517,54 GENTING LANE #03-05 RUBY LAND COMPLEX SINGAPORE(349562) CA,CANADA,CLOUD NETWORK TECHNOLOGY SINGAPORE PRIVATE LIMITED,FCA,KC,"P74474#&AMP;SWITCHES(CISCO CATALYST 9000 SWITCHING PLATFORM)C9300-48P/C9300-48P-A C9300-48P-A0V6,100~240V/715W;STT 17,197/GPXNK-BCY#&AMP;VN","P74474#&THIẾT BỊ CHUYỂN MẠCH,(CISCO CATALYST 9000 SWITCHING PLATFORM)C9300-48P/C9300-48P-A,C9300-48P-A0V6,100~240V/715W;STT 17,197/GPXNK-BCY#&VN",1,aec6fe3f-fe76-4b57-9ea0-cbe388061dba,672.8577,672.8577,AIR,AIR,ORDINARY EXPORT (PROCESSING ENTERPRISES),PCE,672.8577,672.8577,OTHER,Cisco C9300-48P-A,Cisco
HK,HQBACGIANG,BAC NINH,2025-08-01T00:00:00Z,307633867130,25960.0,LOT M1 AND LOT F QUANG CHAU INDUSTRIAL PARK VAN TRUNG COMMUNE VIET YEN DISTRICT BAC GIANG PROVINCE VIETNAM,"LÔ M1, LÔ F VÀ LÔ T1, KHU CÔNG NGHIỆP QUANG CHÂU, PHƯỜNG NẾNH, TỈNH BẮC NINH, VIỆT NAM",2400879766,FUYU PRECISION COMPONENT COMPANY LIMITED,CÔNG TY TNHH CÔNG NGHỆ CHÍNH XÁC FUYU,2223856888,,0.0,USD,85176299,85,8517,54 GENTING LANE #03-05 RUBY LAND COMPLEX SINGAPORE(349562) HK,HONG KONG,CLOUD NETWORK TECHNOLOGY SINGAPORE PRIVATE LIMITED,FCA,KC,"P74155#&AMP;SWITCHES(CISCO CATALYST 9000 SWITCHING PLATFORM)C9300-24T/C9300-24T-A C9300-24T-A0WL,100~240V/350W;STT 10,197/GPXNK-BCY#&AMP;VN","P74155#&THIẾT BỊ CHUYỂN MẠCH,(CISCO CATALYST 9000 SWITCHING PLATFORM)C9300-24T/C9300-24T-A,C9300-24T-A0WL,100~240V/350W;STT 10,197/GPXNK-BCY#&VN",4,fa752e6a-70d4-4e2a-83b0-4c527ca071e7,2887.0848,2887.0848,AIR,AIR,ORDINARY EXPORT (PROCESSING ENTERPRISES),PCE,721.7712,721.7712,OTHER,Cisco C9300-24T-A,Cisco
KR,HQVINHPHUC,PHU-THO,2025-08-01T00:00:00Z,307631534620,25960.0,LOT CN13 KHAI QUANG INDUSTRIAL PARK KHAI QUANG WARD VINH YEN CITY VINH PHUC PROVINCE VIETNAM,"LÔ CN13, KCN KHAI QUANG, PHƯỜNG VĨNH PHÚC, TỈNH PHÚ THỌ, VIỆT NAM",2500517382,AMO VINA COMPANY LIMITED,CÔNG TY TNHH AMO VINA,2113844868,,0.0,USD,85176299,85,8517,90 4SANDAN 5-GIL JIKSAN-EUP SEOBUK-GU CHEONAN-SI CHUNGCHEONGNAM-DO KOREA KR,"KOREA, REPUBLIC OF",AMOSENSE CO LIMITED,FOB,KC,"AM16010658#&AMP;EQUIPMENT, REMOTE CONTROL USED TO CONTROL THE OPENING AND CLOSING AUTOMATIC CAR (FREE GC: 0.32$/PCE), NEW 100%#&AMP;VN","AM16010658#&THIẾT BỊ ĐIỀU KHIỂN TỪ XA, DÙNG ĐỂ ĐIỀU KHIỂN ĐÓNG MỞ TỰ ĐỘNG XE ÔTÔ (PHÍ GC: 0.32$/PCE), MỚI 100%#&VN",2025,4167ea3b-c0a8-494a-b7f2-fba6895eac82,14049.2475,14049.2475,SEA,SEA,ORDINARY EXPORT (PROCESSING ENTERPRISES),PCE,6.9379,6.9379,OTHER,,
CA,HQBACGIANG,BAC NINH,2025-08-01T00:00:00Z,307632937530,25960.0,LOT M1 AND LOT F QUANG CHAU INDUSTRIAL PARK VAN TRUNG COMMUNE VIET YEN DISTRICT BAC GIANG PROVINCE VIETNAM,"LÔ M1, LÔ F VÀ LÔ T1, KHU CÔNG NGHIỆP QUANG CHÂU, PHƯỜNG NẾNH, TỈNH BẮC NINH, VIỆT NAM",2400879766,FUYU PRECISION COMPONENT COMPANY LIMITED,CÔNG TY TNHH CÔNG NGHỆ CHÍNH XÁC FUYU,2223856888,,0.0,USD,85176299,85,8517,54 GENTING LANE #03-05 RUBY LAND COMPLEX SINGAPORE(349562) CA,CANADA,CLOUD NETWORK TECHNOLOGY SINGAPORE PRIVATE LIMITED,FCA,KC,"P73912#&AMP;SWITCHES(CISCO CATALYST 9000 SWITCHING PLATFORM)C9300-24T/C9300-24T-E C9300-24T-E0ML,100~240V/350W;STT 10,197/GPXNK-BCY#&AMP;VN","P73912#&THIẾT BỊ CHUYỂN MẠCH,(CISCO CATALYST 9000 SWITCHING PLATFORM)C9300-24T/C9300-24T-E,C9300-24T-E0ML,100~240V/350W;STT 10,197/GPXNK-BCY#&VN",2,ad34eb5f-a0ef-4cca-a57e-8afe1f87f927,1371.2994,1371.2994,AIR,AIR,ORDINARY EXPORT (PROCESSING ENTERPRISES),PCE,685.6497,685.6497,OTHER,Cisco C9300-24T-E,Cisco
UK,HQYENPHONG,BAC NINH,2025-08-01T00:00:00Z,307634149120,34920.89,YEN PHONG I INDUSTRIAL PARK YEN TRUNG COMMUNE YEN PHONG DISTRICT BAC NINH PROVINCE VIETNAM,"KHU CÔNG NGHIỆP YÊN PHONG I, XÃ YÊN TRUNG, TỈNH BẮC NINH",2300325764,SAMSUNG ELECTRONICS VIETNAM COMPANY LIMITED,CÔNG TY TNHH SAMSUNG ELECTRONICS VIỆT NAM,2413696049,,0.0,GBP,85176259,85,8517,SAMSUNG HOUSE SAMSUNG HOUSE 2000 HILLSWOOD DRIVE CHERTSEY KT16 0RS ARMAGH UNITED KINGDOM GB,UNITED KINGDOM,SAMSUNG ELECTRONICS UK LIMITED,CIP,KC,SM-L320NDADWEU#&AMP;EQUIPMENT BRACELET SMART SAMSUNG#&AMP;VN,SM-L320NDADWEU#&THIẾT BỊ ĐEO TAY THÔNG MINH SAMSUNG#&VN,210,e72d0a80-006d-4155-b005-95f939806c31,27562.5,36905.9439,AIR,AIR,ORDINARY EXPORT (PROCESSING ENTERPRISES),PCE,131.25,175.74259,OTHER,Samsung SM-L320NDADWEU,Samsung
NL,HQVINHPHUC,PHU-THO,2025-08-01T00:00:00Z,307631373030,25960.0,BA THIEN INDUSTRIAL PARK BA HIEN TOWN BINH XUYEN DISTRICT VINH PHUC PROVINCE VIETNAM,"KHU CÔNG NGHIỆP BÁ THIỆN, XÃ BÌNH TUYỀN, TỈNH PHÚ THỌ, VIỆT NAM",2500288887,COMPAL VIETNAM CO LIMITED,CÔNG TY TNHH COMPAL ( VIỆT NAM ),2113598888,,0.0,USD,85176299,85,8517,NO. 581 RUIGUANG RD NEIHU DISTRICT. TAIPEI TAIWAN TW,NETHERLANDS,COMPAL ELECTRONICS INC,FCA,OA,"91DJW7G1021#&AMP;SMART WATCHES,( INCLUDES: CABLE,MANUAL), PN:91DJW7G1021 , NEW GOODS 100%#&AMP;VN","91DJW7G1021#&ĐỒNG HỒ THÔNG MINH,( GỒM: CÁP,SÁCH HƯỚNG DẪN), PN:91DJW7G1021 , HÀNG MỚI 100%#&VN",240,cb242fc7-4d70-4fc6-8cde-f45a246c0a3e,39885.6,39885.6,AIR,AIR,ORDINARY EXPORT (PROCESSING ENTERPRISES),SET,166.19,166.19,OTHER,,
HK,HQBACGIANG,BAC NINH,2025-08-01T00:00:00Z,307633867130,25960.0,LOT M1 AND LOT F QUANG CHAU INDUSTRIAL PARK VAN TRUNG COMMUNE VIET YEN DISTRICT BAC GIANG PROVINCE VIETNAM,"LÔ M1, LÔ F VÀ LÔ T1, KHU CÔNG NGHIỆP QUANG CHÂU, PHƯỜNG NẾNH, TỈNH BẮC NINH, VIỆT NAM",2400879766,FUYU PRECISION COMPONENT COMPANY LIMITED,CÔNG TY TNHH CÔNG NGHỆ CHÍNH XÁC FUYU,2223856888,,0.0,USD,85176299,85,8517,54 GENTING LANE #03-05 RUBY LAND COMPLEX SINGAPORE(349562) HK,HONG KONG,CLOUD NETWORK TECHNOLOGY SINGAPORE PRIVATE LIMITED,FCA,KC,"P74450#&AMP;SWITCHES(CISCO CATALYST 9000 SWITCHING PLATFORM)C9300-24T/C9300-24T-E C9300-24T-E0MZ,100~240V/350W;STT 10,197/GPXNK-BCY#&AMP;VN","P74450#&THIẾT BỊ CHUYỂN MẠCH,(CISCO CATALYST 9000 SWITCHING PLATFORM)C9300-24T/C9300-24T-E,C9300-24T-E0MZ,100~240V/350W;STT 10,197/GPXNK-BCY#&VN",2,2839ad7e-2a31-4981-9832-bc1fa7970ac3,1499.709,1499.709,AIR,AIR,ORDINARY EXPORT (PROCESSING ENTERPRISES),PCE,749.8545,749.8545,OTHER,Cisco C9300-24T-E,Cisco
UK,HQYENPHONG,BAC NINH,2025-08-01T00:00:00Z,307634149120,34920.89,YEN PHONG I INDUSTRIAL PARK YEN TRUNG COMMUNE YEN PHONG DISTRICT BAC NINH PROVINCE VIETNAM,"KHU CÔNG NGHIỆP YÊN PHONG I, XÃ YÊN TRUNG, TỈNH BẮC NINH",2300325764,SAMSUNG ELECTRONICS VIETNAM COMPANY LIMITED,CÔNG TY TNHH SAMSUNG ELECTRONICS VIỆT NAM,2413696049,,0.0,GBP,85176259,85,8517,SAMSUNG HOUSE SAMSUNG HOUSE 2000 HILLSWOOD DRIVE CHERTSEY KT16 0RS ARMAGH UNITED KINGDOM GB,UNITED KINGDOM,SAMSUNG ELECTRONICS UK LIMITED,CIP,KC,SM-L320NZSAEUA#&AMP;EQUIPMENT BRACELET SMART SAMSUNG#&AMP;VN,SM-L320NZSAEUA#&THIẾT BỊ ĐEO TAY THÔNG MINH SAMSUNG#&VN,380,8c812d90-b542-43c6-91da-af0f0afbd696,53507.8,71646.4692,AIR,AIR,ORDINARY EXPORT (PROCESSING ENTERPRISES),PCE,140.81,188.54334,OTHER,Samsung SM-L320NZSAEUA,Samsung
UK,HQYENPHONG,BAC NINH,2025-08-01T00:00:00Z,307634149120,34920.89,YEN PHONG I INDUSTRIAL PARK YEN TRUNG COMMUNE YEN PHONG DISTRICT BAC NINH PROVINCE VIETNAM,"KHU CÔNG NGHIỆP YÊN PHONG I, XÃ YÊN TRUNG, TỈNH BẮC NINH",2300325764,SAMSUNG ELECTRONICS VIETNAM COMPANY LIMITED,CÔNG TY TNHH SAMSUNG ELECTRONICS VIỆT NAM,2413696049,,0.0,GBP,85176259,85,8517,SAMSUNG HOUSE SAMSUNG HOUSE 2000 HILLSWOOD DRIVE CHERTSEY KT16 0RS ARMAGH UNITED KINGDOM GB,UNITED KINGDOM,SAMSUNG ELECTRONICS UK LIMITED,CIP,KC,SM-L500NZKAEUA#&AMP;EQUIPMENT BRACELET SMART SAMSUNG#&AMP;VN,SM-L500NZKAEUA#&THIẾT BỊ ĐEO TAY THÔNG MINH SAMSUNG#&VN,900,dd3c7334-2fa4-4761-bcaf-06dd804e72a9,177183.0,237246.471,AIR,AIR,ORDINARY EXPORT (PROCESSING ENTERPRISES),PCE,196.87,263.60719,OTHER,Samsung SM-L500NZKAEUA,Samsung
