product_desc,product_category
"ER7206(UN) Y247068#&ROUTER, MODEL: ER7206. 100% NEW#&VN",ROUTER
"ER7206(UN) Y248133#&ROUTER,MODEL:ER7206,100% NEW#&VN",ROUTER
"ER7206(UN) Y2491L6#&ROUTER,MODEL:ER7206,100% NEW#&VN",ROUTER
"ER7206(UN) Y24B1J9#&ROUTER,MODEL:ER7206,100% NEW#&VN",ROUTER
"ER7212PC(UN) Y2510J4#&ROUTER, MODEL: ER7212PC. 100% NEW#&VN",ROUTER
"ER7212PC(UN) Y2510J4#&ROUTER,MODEL:ER7212PC,100% NEW#&VN",ROUTER
"ER7412-M2(UN) Y2450H8#&GIGABIT MULTI-NETWORK VPN ROUTER, MODEL:ER7412-M2, 100% NEW#&VN",VPN ROUTER
"ER7412-M2(UN) Y2450H8#&GIGABIT MULTI-NETWORK VPN ROUTER, MODEL:ER7412-M2. 100% NEW#&VN",VPN ROUTER
"ER7412-M2(UN) Y246075#&GIGABIT MULTI-NETWORK VPN ROUTER, MODEL:ER7412-M2, 100% NEW#&VN",VPN ROUTER
"ER7412-M2(UN) Y246075#&GIGABIT MULTI-NETWORK VPN ROUTER, MODEL:ER7412-M2. 100% NEW#&VN",VPN ROUTER
"ER8411(UN) Y24C0X3#&ROUTER, MODEL: ER8411. 100% NEW#&VN",ROUTER
"ES205G(UN) Y2491N9#&ROUTER, MODEL: ES205G. 100% NEW#&VN",ROUTER
"ES205G(UN) Y253176#&ROUTER, MODEL: ES205G. 100% NEW#&VN",ROUTER
"ES205G(UN) Y254118#&ROUTER, MODEL: ES205G. 100% NEW#&VN",ROUTER
"ES205GP(UN) Y256105#&AMP;ROUTERS, MODEL: ES205GP. NEW GOODS 100%#&AMP;VN",ROUTERS
"ES205GP(UN) Y257109#&AMP;ROUTERS, MODEL: ES205GP. NEW GOODS 100%#&AMP;VN",ROUTERS
"ES210GMP(UN) Y253231#&ROUTER, MODEL: ES210GMP. 100% NEW#&VN",ROUTER
"ES220GMP(UN) Y24C163#&ROUTER, MODEL: ES220GMP. 100% NEW#&VN",ROUTER
"ES220GMP(UN) Y255295#&ROUTER, MODEL: ES220GMP. 100% NEW#&VN",ROUTER
"ES228GMP(UN) Y254322#&ROUTER, MODEL: ES228GMP. 100% NEW#&VN",ROUTER
ESP32 TRANSMITTER AND RECEIVER MODULE (5VDC) TRANSMISSION DEVICE COMBINED WITH RECEIVER (100% NEW) (100% NEW)#&CN,TRANSMITTER AND RECEIVER MODULE
"ETHERNET MODULE 6GK7343-1CX10-0XE0 (CP343-1), USED TO EXPAND THE CONNECTION PORT FOR THE COMPUTER, 24V CAPACITY, 4.8W VOLTAGE. BRAND: SIEMENS. 100% NEW#&DE",ETHERNET MODULE
"ETHERNET MODULE USES PRE-PROGRAMMED SIGNAL TRANSMISSION CONNECTION, 100% NEW#&JP",ETHERNET MODULE
"ETHERNET NETWORK SIGNAL CONVERTER, WIRED (WIRED), NO TRANSCEIVER, ALLEN BRADLEY BRAND, MODEL: 5094-AENTR, 100% NEW #&SG",ETHERNET NETWORK SIGNAL CONVERTER
"ETHERNET NETWORK SIGNAL TRANSMISSION EQUIPMENT (CIVILIAN CODE-FREE GOODS), MANUFACTURER BALLUFF, CODE BNI EIP-508-105-Z015-C06. 100% NEW #&CN",ETHERNET NETWORK SIGNAL TRANSMISSION EQUIPMENT
"ETHERNET NETWORK SIGNAL TRANSMITTER AND RECEIVER FOR CONTROLLOGIX CONTROLLER, WIRED (WIRED), NO TRANSCEIVER, ALLEN BRADLEY, MODEL: 1756-EN3TR, 100% NEW#&US",ETHERNET NETWORK SIGNAL TRANSMITTER AND RECEIVER
"ETHERNET NETWORK SIGNAL TRANSMITTER AND RECEIVER FOR FLEX CONTROLLER, WIRED, NO TRANSCEIVER, ALLEN BRADLEY BRAND, MODEL: 1794-AENTR, 100% NEW #&SG",ETHERNET NETWORK SIGNAL TRANSMITTER AND RECEIVER
"ETHERNET NETWORK SIGNAL TRANSMITTER AND RECEIVER FOR POWERFLEX 520 INVERTER, ALLEN BRADLEY BRAND, MODEL: 25-COMM-E2P, 100% NEW#&CN",ETHERNET NETWORK SIGNAL TRANSMITTER AND RECEIVER
"ETHERNET SIGNAL CONVERTER, USED FOR VS SERIES SMART CAMERA, 24VDC VOLTAGE, <5A CURRENT, (NO TRANSMISSION), MODEL CG-SW100 (MANAGEMENT MODEL CG-SW100S), KEYENCE BRAND, USED#&JP",ETHERNET SIGNAL CONVERTER
"ETHERNET SWITCH EX2300, P/N: EX2300-24T, S/N: JZ3623160125. MANUFACTURER: JUNIPER NETWORKS. INC, USED GOODS#&TW",ETHERNET SWITCH
"ETHERNET SWITCH EX2300, P/N: EX2300-24T, S/N: JZ3623160650. MANUFACTURER: JUNIPER NETWORKS. INC, USED GOODS#&TW",ETHERNET SWITCH
"ETHERNET SWITCH EX2300, P/N: EX2300-24T, S/N: JZ3623190474. MANUFACTURER: JUNIPER NETWORKS. INC, USED GOODS#&TW",ETHERNET SWITCH
"ETHERNET SWITCH EX2300, P/N: EX2300-24T, S/N: JZ3623260075. MANUFACTURER: JUNIPER NETWORKS. INC, USED GOODS#&TW",ETHERNET SWITCH
"ETHERNET SWITCH EX2300, P/N: EX2300-24T, S/N: JZ3623260084. MANUFACTURER: JUNIPER NETWORKS. INC, USED GOODS#&TW",ETHERNET SWITCH
"ETHERNET SWITCH EX2300, P/N: EX2300-24T-DC, S/N: LZ4824440313. MANUFACTURER: JUNIPER NETWORKS. INC, USED GOODS#&VN",ETHERNET SWITCH
"ETHERNET SWITCH EX2300, P/N: EX2300-48T, S/N: JX4824350235. MANUFACTURER: JUNIPER NETWORKS, INC, USED GOODS#&VN",ETHERNET SWITCH
"ETHERNET SWITCH EX3400, P/N: EX3400-24P, S/N: NW3620380027. MANUFACTURER: JUNIPER NETWORKS. INC, USED GOODS#&TW",ETHERNET SWITCH
"ETHERNET SWITCH EX3400, P/N: EX3400-24P, S/N: NW3622050803. MANUFACTURER: JUNIPER NETWORKS. INC, USED GOODS#&TW",ETHERNET SWITCH
"ETHERNET SWITCH EX3400, P/N: EX3400-48P, S/N: NY0221150410. MANUFACTURER: JUNIPER NETWORKS. INC, USED GOODS#&CN",ETHERNET SWITCH
"ETHERNET SWITCH EX3400, P/N: EX3400-48P, S/N: NY4824320299. MANUFACTURER: JUNIPER NETWORKS. INC, USED GOODS#&VN",ETHERNET SWITCH
"ETHERNET SWITCH EX4600, P/N: EX4600-40F-AFI, S/N: TC3719130182. MANUFACTURER: JUNIPER NETWORKS, INC, USED GOODS#&CN",ETHERNET SWITCH
"ETHERNET SWITCH EX4600, P/N: EX4600-40F-AFI, S/N: TC3721361001. MANUFACTURER: JUNIPER NETWORKS, INC, USED GOODS#&CN",ETHERNET SWITCH
"ETHERNET SWITCH EX4600, P/N: EX4600-40F-AFI, S/N: TC3721410266. MANUFACTURER: JUNIPER NETWORKS, INC, USED GOODS#&CN",ETHERNET SWITCH
"ETHERNET SWITCH EX4600, P/N: EX4600-40F-AFI, S/N: TC3721411023. MANUFACTURER: JUNIPER NETWORKS, INC, USED GOODS#&CN",ETHERNET SWITCH
"ETHERNET SWITCH EX4600, P/N: EX4600-40F-AFI, S/N: TC3721411176. MANUFACTURER: JUNIPER NETWORKS, INC, USED GOODS#&CN",ETHERNET SWITCH
"ETHERNET SWITCH EX4600, P/N: EX4600-40F-AFI, S/N: TC3721420127. MANUFACTURER: JUNIPER NETWORKS, INC, USED GOODS#&CN",ETHERNET SWITCH
"ETHERNET SWITCH EX4600, P/N: EX4600-40F-AFI, S/N: TC3721420283. MANUFACTURER: JUNIPER NETWORKS, INC, USED GOODS#&CN",ETHERNET SWITCH
"ETHERNET SWITCH EX4600, P/N: EX4600-40F-AFO, S/N: TC3718380273. MANUFACTURER: JUNIPER NETWORKS. INC, USED GOODS#&CN",ETHERNET SWITCH
"ETHERNET SWITCH EX4600, P/N: EX4600-40F-AFO, S/N: TC3721370547. MANUFACTURER: JUNIPER NETWORKS. INC, USED GOODS#&CN",ETHERNET SWITCH
"ETHERNET SWITCH EX4600, P/N: EX4600-40F-AFO, S/N: TC3722261288. MANUFACTURER: JUNIPER NETWORKS. INC, USED GOODS#&CN",ETHERNET SWITCH
"ETHERNET SWITCH EX4600, P/N: EX4600-40F-AFO-T, S/N: TC3718410362. MANUFACTURER: JUNIPER NETWORKS, INC, USED GOODS#&TW",ETHERNET SWITCH
"ETHERNET TO FIBER OPTIC CONVERTER, 100% NEW#&CN",ETHERNET TO FIBER OPTIC CONVERTER
"ETHERNET TO INDUSTRIAL INTERFACE PORT SWITCH FOR INDUSTRIAL MACHINE CONTROL SYSTEMS, ITEM CODE: EDS-516A-MM-SC, BRAND: MOXA, 100% NEW#&TW",ETHERNET SWITCH
"ETH-FX-2P COMMUNICATION MODULE, PLASTIC MATERIAL, SIZE 83*60*25MM, USED TO EXPAND THE CPU'S COMMUNICATION CAPABILITY WITH THE AUTOMATION SYSTEM, 100% NEW#&CN",COMMUNICATION MODULE
"E-UTRA FDD MOBILE COMMUNICATION TERMINAL,MODEL VMDVR-AI08,MANUFACTURED BY HUIZHOU BOSHIJIE TECHNOLOGY CO., LTD,NO MMDS AND TTATM,100% NEW#&CN",MOBILE COMMUNICATION TERMINAL
"EVTFY24WV.A1G#&ETHERNET SWITCH, MODEL 4120-24MW-4Y, NO CIVIL CODE, 100% NEW#&VN",ETHERNET SWITCH
"EVTFY48WV.A1G#&ETHERNET SWITCH, MODEL 4120-48MW-4Y, NO CIVIL CODE, 100% NEW#&VN",ETHERNET SWITCH
"EVTJLF26S.A1G#&ETHERNET SWITCH, MODEL 5420F-24S-4XE, CONTAINS CIVIL CODE, BELONGS TO LINE 11 ON EXPORT LICENSE NUMBER 764/GPXNK-BCY, 100% NEW#&VN",ETHERNET SWITCH
"EVTJLF26T.A1G#&ETHERNET SWITCH, MODEL 5420F-24T-4XE, CONTAINS CIVIL CODE, BELONGS TO LINE 14 ON EXPORT LICENSE NUMBER 764/GPXNK-BCY, 100% NEW#&VN",ETHERNET SWITCH
"EVTJLF46M.A1G#&ETHERNET SWITCH, MODEL 5420F-16MW-32P-4XE, CONTAINS CIVIL CODE, BELONGS TO LINE 9 ON EXPORT LICENSE NUMBER 764/GPXNK-BCY, 100% NEW#&VN",ETHERNET SWITCH
"EVTJLF46P.A1G#&ETHERNET SWITCH, MODEL 5420F-48P-4XE, CONTAINS CIVIL CODE, BELONGS TO LINE 6 ON EXPORT LICENSE NUMBER 764/GPXNK-BCY, 100% NEW#&VN",ETHERNET SWITCH
"EVTJLF46W.A1G#&ETHERNET SWITCH, MODEL 5420F-16W-32P-4XE, CONTAINS CIVIL CODE, BELONGS TO LINE 7 ON EXPORT LICENSE NUMBER 764/GPXNK-BCY, 100% NEW#&VN",ETHERNET SWITCH
"EVTJLM26W.A1G#&ETHERNET SWITCH, MODEL 5420M-24W-4YE, CONTAINS CIVIL CODE, BELONGS TO LINE 15 ON EXPORT LICENSE NUMBER 764/GPXNK-BCY, 100% NEW#&VN",ETHERNET SWITCH
"EVTJLM46M.A1G#&ETHERNET SWITCH, MODEL 5420M-16MW-32P-4YE, CONTAINS CIVIL CODE, BELONGS TO LINE 10 ON EXPORT LICENSE NUMBER 764/GPXNK-BCY, 100% NEW#&VN",ETHERNET SWITCH
"EVTJLM46T.A1G#&ETHERNET SWITCH, MODEL 5420M-48T-4YE, CONTAINS CIVIL CODE, BELONGS TO LINE 5 ON EXPORT LICENSE NUMBER 764/GPXNK-BCY, 100% NEW#&VN",ETHERNET SWITCH
"EVTJLM46W.A1G#&AMP;SWITCHES ETHERNET SWITCH, MODEL 5420M-48W-4YE, CONTAINS CODE CIVIL, BELONGING TO LINE 4 ON THE EXPORT PERMIT NO. 764/GPXNK-BCY , NEW 100%#&AMP;VN",ETHERNET SWITCH
"EVTJLM46W.A1G#&ETHERNET SWITCH, MODEL 5420M-48W-4YE, CONTAINS CIVIL CODE, BELONGS TO LINE 4 ON EXPORT LICENSE NUMBER 764/GPXNK-BCY, 100% NEW#&VN",ETHERNET SWITCH
"EVTPD12PV.A1G#&ETHERNET SWITCH, MODEL 4220-12P-4X, NO CIVIL CODE, 100% NEW#&VN",ETHERNET SWITCH
"EVTPD24PV.A1G#&ETHERNET SWITCH, MODEL 4220-24P-4X, NO CIVIL CODE, 100% NEW#&VN",ETHERNET SWITCH
"EVTSU24PV.A1G#&ETHERNET SWITCH, MODEL 5520-24W, CONTAINS CIVIL CODE, BELONGS TO LINE 27 ON EXPORT LICENSE NUMBER 764/GPXNK-BCY, 100% NEW#&VN",ETHERNET SWITCH
"EVTSU24TV.A1G#&AMP;SWITCHES ETHERNET SWITCH, MODEL 5520-24T, CONTAINS CODE CIVIL, OF THE 29 ON THE EXPORT PERMIT NO. 764/GPXNK-BCY , NEW 100%#&AMP;VN",ETHERNET SWITCH
"EVTSU24TV.A1G#&ETHERNET SWITCH, MODEL 5520-24T, CONTAINS CIVIL CODE, BELONGS TO LINE 29 ON EXPORT LICENSE NUMBER 764/GPXNK-BCY, 100% NEW#&VN",ETHERNET SWITCH
"EVTSU24XV.A1G#&ETHERNET SWITCH, MODEL 5520-24X, CONTAINS CIVIL CODE, BELONGS TO SERIES 30 ON EXPORT LICENSE NUMBER 764/GPXNK-BCY, 100% NEW#&VN",ETHERNET SWITCH
"EVTSU24XVSA1G#&AMP;SWITCHES ETHERNET SWITCH, MODEL 5520-24X CONTAINS CODE CIVIL, PROPERTY, LINE 30 ON THE EXPORT PERMIT NO. 764/GPXNK-BCY , NEW 100%#&AMP;VN",ETHERNET SWITCH
"EVTSU24XVSA1G#&ETHERNET SWITCH, MODEL 5520-24X, CONTAINS CIVIL CODE, BELONGS TO SERIES 30 ON EXPORT LICENSE NUMBER 764/GPXNK-BCY, 100% NEW#&VN",ETHERNET SWITCH
"EVTSU48PV.A1G#&ETHERNET SWITCH, MODEL 5520-48W, CONTAINS CIVIL CODE, BELONGS TO LINE 26 ON EXPORT LICENSE NUMBER 764/GPXNK-BCY, 100% NEW#&VN",ETHERNET SWITCH
"EVTSU48SEVA1G#&ETHERNET SWITCH, MODEL 5520-48SE, CONTAINS CIVIL CODE, BELONGS TO LINE 31 ON EXPORT LICENSE NUMBER 764/GPXNK-BCY, 100% NEW#&VN",ETHERNET SWITCH
"EVTSUMRV..A1G#&ETHERNET SWITCH, MODEL 5520-12MW-36W, CONTAINS CIVIL CODE, BELONGS TO LINE 25 ON EXPORT LICENSE NUMBER 764/GPXNK-BCY, 100% NEW#&VN",ETHERNET SWITCH
"EVTSUXPLV.A1G#&ETHERNET SWITCH, MODEL 5520-VIM-4X, NO CIVIL CODE, 100% NEW#&VN",ETHERNET SWITCH
"EWON COSY+ INDUSTRIAL ROUTER.MODEL: EC71330_00MA.SN: 2404-0696-25.BRAND: EWON, NO TRANSCEIVER FUNCTION, USED TO CONNECT INDUSTRIAL CONTROL DEVICES.FUNCTION: MMDS,100% NEW.GPNK INCLUDED#&LT",INDUSTRIAL ROUTER
"EWP-WA6330-FIT WIRELESS LAN DEVICE; H3C WA6330, WIRELESS LAN RECEIVER AND TRANSMITTER, 48V DC VOLTAGE, MANUFACTURER 2024, MANUFACTURER NEW H3C TECHNOLOGIES CO., LTD, 100% NEW CN#&CN",WIRELESS LAN DEVICE
"EX4600 ETHERNET SWITCH, P/N: EX4600-40F-AFI, S/N: TC3717410024. MANUFACTURER: JUNIPER NETWORKS, INC, USED GOODS#&CN",ETHERNET SWITCH
"EX4600 ETHERNET SWITCH, P/N: EX4600-40F-DC-AFO, S/N: TC3717090223. MANUFACTURER: JUNIPER NETWORKS, INC, USED GOODS#&CN",ETHERNET SWITCH
"EX4600 ETHERNET SWITCH, P/N: EX4600-40F-DC-AFO, S/N: TC3718500123. MANUFACTURER: JUNIPER NETWORKS, INC, USED GOODS#&CN",ETHERNET SWITCH
"EX920(US2) Y2450K2#&ROUTER,MODEL:EX920,100% NEW#&VN",ROUTER
"EX920(US2) Y249190#&ROUTER,MODEL:EX920,100% NEW#&VN",ROUTER
"EX920(US2) Y24C179#&ROUTER, MODEL: EX920. 100% NEW#&VN",ROUTER
"EX920(US2) Y24C179#&ROUTER,MODEL:EX920,100% NEW#&VN",ROUTER
"EX920(US2) Y254061#&ROUTER, MODEL: EX920. 100% NEW#&VN",ROUTER
"EX920(US2) Y254061#&ROUTER,MODEL:EX920,100% NEW#&VN",ROUTER
"EX920(US2) Y254283#&ROUTER, MODEL: EX920. 100% NEW#&VN",ROUTER
"EX920(US2) Y254285#&ROUTER, MODEL: EX920. 100% NEW#&VN",ROUTER
"EX920(US2) Y255232#&ROUTER, MODEL: EX920. 100% NEW#&VN",ROUTER
"EX920(US2) Y255279#&ROUTER, MODEL: EX920. 100% NEW#&VN",ROUTER
"EX920(US2) Y255380#&ROUTER, MODEL: EX920. 100% NEW#&VN",ROUTER
"EX920(US2) Y256069#&ROUTER, MODEL: EX920. 100% NEW#&VN",ROUTER
EXCELLTEL INTERNAL SWITCHBOARD.MODEL: CP832-B. 100% NEW PRODUCT#&CN,SWITCHBOARD
"EXPANSION MODULE FOR ROUTER, SWITCH_ SFP-10G-DAC-5M. 100% NEW#&CN",EXPANSION MODULE
"EXPANSION MODULE HELPS EXPAND INPUT PORTS FOR SIGNAL CONNECTION, 100% NEW#&JP",EXPANSION MODULE
EXTREME NETWORKS WIRELESS ACCESS POINT:DUAL RADIO 802.11AX - 2X22 DUAL 5G INDOOR EXTERNAL ANTENNA ACCESS POINT.DOMAIN EMEA REST OF WORLD(AP310E-WR)(WIRELESS INTERNAL NETWORK DEVICE).100% NEW#&CN,WIRELESS ACCESS POINT
"F02CNH1-022-000#&WIRELESS ROUTER, TMO BRAND, USES SIM CARD TO SUPPORT 5G NETWORK, BLACK COLOR, MODEL: B321MH, WI-FI 5- 2.4GHZ & 5GHZ WORK SIMULTANEOUSLY (INCLUDING 1 CHARGER, 1 CHARGING CABLE, 1 SIM CARD PICKER, 1 USER MANUAL), 100% NEW#&VN",WIRELESS ROUTER
"F02CNT2-024-003#&AMP;WIRELESS ROUTER,BRAND AT&AMP;T USES SIM SUPPORT 5G NETWORK,COLOR BLACK,MODEL:B331MA,WI-FI 5 - 2.4 GHZ&AMP;5GHZ SIMULTANEOUS OPERATION (ITEM DOES NOT COME WITH ACCESSORIES+BATTERY),M���I100% #&AMP;VN",WIRELESS ROUTER
"F3SAX14010SETL3A#&1-PORT ETHERNET MEDIA CONVERTER 10/100/1000BASE- T TO 1000BASE-SX/LX, 850NM WAVELENGTH, TRA-013608#&KX��",ETHERNET MEDIA CONVERTER
"F800000000ATP03A#&GBFMC1000-SM-LC FIBER OPTIC TRANSCEIVER, ASSEMBLED IN VN#&VN",FIBER OPTIC TRANSCEIVER
F8IA301020INCO2A#&INTERNET SIGNAL TRANSMISSION DEVICE A1012 AA ER IS USED TO TRANSMIT INTERNET CONNECTION SIGNAL. 100% NEW#&VN,INTERNET SIGNAL TRANSMISSION DEVICE
F8IA302020INCO2A#&INTERNET SIGNAL TRANSMISSION DEVICE A1012 AB ER IS USED TO TRANSMIT INTERNET CONNECTION SIGNALS. 100% NEW#&VN,INTERNET SIGNAL TRANSMISSION DEVICE
F8IA304020INCO2A#&INTERNET SIGNAL TRANSMISSION DEVICE A1012 AD ER IS USED TO TRANSMIT INTERNET CONNECTION SIGNAL. 100% NEW#&VN,INTERNET SIGNAL TRANSMISSION DEVICE
F8IM1G0000INCO1A#&H101D MOCA HOME 1G INTERNET SIGNAL TRANSMISSION DEVICE IS USED TO TRANSMIT INTERNET CONNECTION SIGNALS. 100% NEW#&VN,INTERNET SIGNAL TRANSMISSION DEVICE
"FAN MODULE FAN-031A-B, HUAWEI BRAND, 100% NEW (PRODUCT DOES NOT CONTAIN CIVIL AND ATTTM PASSWORDS)#&CN",FAN MODULE
"FAST FIRE WARNING TRANSMITTER, MODEL: G9, WITH RECEIVER, NO AUDIO WARNING, IMAGE, GSAFE MANUFACTURER, MANUFACTURED IN 2025, USED TO CONNECT TO FIRE ALARM SYSTEM = LAN, SIM, DOES NOT CONTAIN MMDS. 100% NEW #&VN",FIRE WARNING TRANSMITTER
"FAST FIRE WARNING TRANSMITTER, MODEL: G9, WITH RECEIVER, NO SOUND WARNING, IMAGE, GSAFE MANUFACTURER, MANUFACTURED IN 2024, USED TO CONNECT TO FIRE ALARM SYSTEM = LAN, SIM, DOES NOT CONTAIN MMDS. 100% NEW #&VN",FIRE WARNING TRANSMITTER
"FDGD-101GSW-3A PHOTOELECTRIC CONVERTER, USED TO CONVERT OPTICAL SIGNALS TO ELECTRICAL SIGNALS AND VICE VERSA, WAVELENGTH 1310NM, POWER 3W, MANUFACTURED IN 2024, BRAND: FENGDA. 100% NEW PRODUCT#&CN",PHOTOELECTRIC CONVERTER
"FDGD-101GSW-3B PHOTOELECTRIC CONVERTER, USED TO CONVERT OPTICAL SIGNALS TO ELECTRICAL SIGNALS AND VICE VERSA, WAVELENGTH 1310NM, POWER 3W, MANUFACTURED IN 2024, BRAND: FENGDA. 100% NEW PRODUCT#&CN",PHOTOELECTRIC CONVERTER
"FESTA F61-OUTDOOR(US) Y245107#&ROUTER, MODEL: FESTA F61-OUTDOOR. 100% NEW#&VN",ROUTER
"FESTA F61-OUTDOOR(US) Y2460K0#&ROUTER, MODEL: FESTA F61-OUTDOOR. 100% NEW#&VN",ROUTER
"FESTA F61-OUTDOOR(US) Y248139#&ROUTER, MODEL: FESTA F61-OUTDOOR. 100% NEW#&VN",ROUTER
"FESTA F65-OUTDOOR(US) Y245106#&ROUTER, MODEL: FESTA F65-OUTDOOR. 100% NEW#&VN",ROUTER
"FESTA FR205(UN) Y2460X8#&ROUTER,MODEL:FESTA FR205,100% NEW#&VN",ROUTER
"FESTA FS328G(UN) Y247064#&24-PORT GIGABIT SMART NETWORK SWITCH, MODEL:FESTA FS328G, 100% NEW#&VN",SMART NETWORK SWITCH
"FESTA FS352G(UN) Y2460L2#&48-PORT GIGABIT SMART NETWORK SWITCH, MODEL: FESTA FS352G. 100% NEW#&VN",SMART NETWORK SWITCH
"FESTA FS352G(UN) Y255032#&48-PORT GIGABIT SMART NETWORK SWITCH, MODEL: FESTA FS352G. 100% NEW#&VN",SMART NETWORK SWITCH
"FESTA FS352GP(UN) Y246069#&52-PORT GIGABIT SMART SWITCH WITH 48 POE+ PORTS, MODEL: FESTA FS352GP. 100% NEW#&VN",SMART SWITCH
FHC100(ME-X-24ML)#&WIFI BROADCASTING DEVICE MODEL: MODEL FHC 100 (ME-X) DC5V-24V 100% NEW#&VN,WIFI BROADCASTING DEVICE
FHC102(24ML)#&WIFI TRANSMITTER MODEL FHC102 / CPTRANS-MEW/ DC5V-24V SIZE: 11*6*3CM 100% NEW#&VN,WIFI TRANSMITTER
"FIBER MEDIA CONVERTER, TYPE 10/100MBPS, 100% NEW - FIBER MEDIA CONVERTER; 10/100MBPS#&VN",FIBER MEDIA CONVERTER
"FIBER OPTIC TRANSCEIVER, USED TO CONVERT ELECTRICAL SIGNALS TO OPTICAL SIGNALS AND VICE VERSA. 100% NEW PRODUCT#&CN",FIBER OPTIC TRANSCEIVER
"FIREWALL DEVICE - RUIJIE 8 GIGABIT ETHERNET PORTS, USED TO CONNECT TO AUTOMATIC DATA PROCESSING MACHINES, BRAND: RUIJIE, 100% NEW#&CN",FIREWALL DEVICE
"FIREWALL DEVICE (CONTAINS CIVIL PASSWORD, IP CHANNEL SECURITY), MODEL: NSF-1100A-I, NETWORK DEVICE, SOFTWARE INSTALLED, BRAND: SANGFOR. INPUT: 100-240V~/2AX2/60WX2 50/60HZ. MANUFACTURER: SANGFOR TECHNOLOGIES INC. 100% NEW #&CN",FIREWALL DEVICE
"FIREWALL DEVICE MODEL XGS 136, BRAND: SOPHOS, MMDS LICENSE NUMBER 327/GPXNK-BCY, YEAR OF MANUFACTURE 2022#&TW",FIREWALL DEVICE
"FIREWALL DEVICE MODEL XGS 2100, BRAND: SOPHOS, MMDS LICENSE NUMBER 327/GPXNK-BCY, YEAR OF MANUFACTURE 2023#&TW",FIREWALL DEVICE
"FIREWALL DEVICE MODEL XGS 2300, BRAND: SOPHOS, MMDS LICENSE NUMBER 327/GPXNK-BCY, YEAR OF MANUFACTURE 2024#&TW",FIREWALL DEVICE
"FIREWALL DEVICE MODEL XGS 87, BRAND: SOPHOS, MMDS LICENSE NUMBER 327/GPXNK-BCY, YEAR OF MANUFACTURE 2022#&TW",FIREWALL DEVICE
"FIREWALL DEVICE MODEL: NSF-1100A-I BRAND SANGFOR USED TO CREATE SECURE CHANNEL, OPERATING VOLTAGE: 100-240V AC, 50/60HZ. POWER CONSUMPTION: ABOUT 40W. MANUFACTURER: SANGFOR TECHNOLOGY INC. 100% NEW#&CN",FIREWALL DEVICE
"FIREWALL DEVICE MODEL: NSF-1100A-I, USED FOR TELEGRAPH OR TELEPHONE TRANSMISSION IN THE FORM OF RADIO WAVES, 100% NEW#&CN",FIREWALL DEVICE
"FIREWALL DEVICE XGS 116 SECURITY APPLIANCE - EU POWER CORD S/N X11304DF4VVJDC9 USED ON EMMANOUIL SHIP, 100% NEW, NCC: ORBYT GLOBAL SA#&GR",FIREWALL DEVICE
"FIREWALL DEVICE, BRAND FORTINET, MODEL FG-601E, MANUFACTURED IN 2019 (DOES NOT CONTAIN CIVILIAN PASSWORD).TKN:102967830712/E13,DH16#&TW",FIREWALL DEVICE
"FIREWALL DEVICE, NH: FORTINET, MD: FG-601F, 100-240VAC, 6A MAX, 50/60HZ (X2), WITH MMDS, USED TO PROTECT AGAINST INTRUSION, ANTI-MALWARE, MANUFACTURED IN 2024, 100% NEW (INVOICE PRICE: 1,345,000,000 VND/PCE) #&TW",FIREWALL DEVICE
"FIREWALL DEVICE, NH: FORTINET, MD: FG-901G, 100-240VAC, 6A, 50/60HZ (X2), CONTAINS MMDS, USED TO PROTECT AGAINST INTRUSION, ANTI-MALWARE, MANUFACTURED IN 2025, 100% NEW (INVOICE PRICE: 1,830,000,000 VND/PCE) #&TW",FIREWALL DEVICE
"FIREWALL DEVICE, NH: FORTINET, MD: FG-91G, INPUT: 12VDC-3A, CONTAINS MMDS, USED TO PROTECT AGAINST INTRUSION, ANTI-MALWARE DATA STREAM, MANUFACTURED IN 2024, 100% NEW #&TW",FIREWALL DEVICE
"FIREWALL DEVICE, NH: PALOALTO, MD: PA-1410, 100V-240V 3.8A MAX(X2), -48V TO -60V DC, 7.9A MAX (X2), 50-60HZ, CONTAINS MMDS, USED TO PROTECT AGAINST INTRUSION, ANTI-MALWARE DATA STREAM, MANUFACTURED IN 2025, 100% NEW #&US",FIREWALL DEVICE
"FIREWALL DEVICE, NH:FORTINET, MD:FG-121G, 100-240VAC, 1.5A, 50-60HZ (X2), CONTAINS MMDS, USED TO PROTECT AGAINST INTRUSION, ANTI-MALWARE DATA STREAM, MANUFACTURED IN 2024, 100% NEW #&TW",FIREWALL DEVICE
"FIREWALL DEVICE, QIANXIN BRAND, MODEL NSG4000-TG35, CAPACITY 80W, VOLTAGE 100-240V, NETWORK SYSTEM PROTECTION FUNCTION, DOES NOT CONTAIN CIVIL PASSWORD, 100% NEW#&CN",FIREWALL DEVICE
"FIREWALL DEVICE, SECUI BRAND, BLUEMAX NGF 1510 SE TYPE (INTEL XEON 3.5GHZ(10C), 32GB MEM, 256GB SSD SYSTEM, 1TB SSD LOG, APP CONTROL, ID AUTH), MMDS, ITEM 81 ON GP, MANUFACTURED IN 2024, 100% NEW #&KR",FIREWALL DEVICE
